disease,question,label
myocardial infarction,What's the usual way to diagnose myocardial infarction?,myocardial infarction diagnosis
myocardial infarction,"How can I find out if I have myocardial infarction, diagnosis?",myocardial infarction diagnosis
myocardial infarction,What tests do doctors use to diagnose myocardial infarction?,myocardial infarction diagnosis
myocardial infarction,How is myocardial infarction normally diagnosed?,myocardial infarction diagnosis
myocardial infarction,"What should I expect when getting tested for myocardial infarction, diagnosis?",myocardial infarction diagnosis
myocardial infarction,Are there any methods for diagnosing myocardial infarction that I can know about?,myocardial infarction diagnosis
myocardial infarction,"What's the best way to find out if I have myocardial infarction, diagnosis?",myocardial infarction diagnosis
myocardial infarction,"How can doctors tell if someone has myocardial infarction, diagnosis?",myocardial infarction diagnosis
myocardial infarction,What are some different ways to diagnose myocardial infarction?,myocardial infarction diagnosis
myocardial infarction,"How would a doctor check for myocardial infarction, diagnosis?",myocardial infarction diagnosis
myocardial infarction,Are there any specific tests for diagnosing myocardial infarction?,myocardial infarction diagnosis
myocardial infarction,What are the ways to prevent myocardial infarction?,myocardial infarction prevention
myocardial infarction,Is it possible to prevent myocardial infarction?,myocardial infarction prevention
myocardial infarction,What measures can be taken for myocardial infarction prevention?,myocardial infarction prevention
myocardial infarction,Can you provide some tips on myocardial infarction prevention?,myocardial infarction prevention
myocardial infarction,What steps should I follow to prevent myocardial infarction?,myocardial infarction prevention
myocardial infarction,What preventive measures can be adopted against myocardial infarction?,myocardial infarction prevention
myocardial infarction,What are some effective prevention strategies for myocardial infarction?,myocardial infarction prevention
myocardial infarction,Can the onset of myocardial infarction be prevented?,myocardial infarction prevention
myocardial infarction,What actions can I take to prevent myocardial infarction?,myocardial infarction prevention
myocardial infarction,Is there a way to prevent the occurrence of myocardial infarction?,myocardial infarction prevention
dementia,what is dementia?,dementia definition
dementia,Tell me about dementia?,dementia definition
dementia,What kind of disease is dementia?,dementia definition
dementia,Can you elaborate on dementia?,dementia definition
dementia,What can you tell me about dementia?,dementia definition
dementia,Could you describe what dementia is?,dementia definition
dementia,What information do you have on dementia?,dementia definition
dementia,Could you provide information on dementia?,dementia definition
dementia,What are the usual symptoms of dementia?,dementia symptoms
dementia,What are the typical symptoms of dementia?,dementia symptoms
dementia,What symptoms can indicate dementia?,dementia symptoms
dementia,What should I watch for if someone is at risk of dementia based on their symptoms?,dementia symptoms
dementia,What are the common symptoms for dementia?,dementia symptoms
dementia,Could you describe the telltale signs and symptoms of dementia?,dementia symptoms
dementia,"If someone suspects they have dementia, what symptoms should they be mindful of?",dementia symptoms
dementia,Any symptoms that might suggest dementia?,dementia symptoms
dementia,What symptoms are often associated with dementia?,dementia symptoms
dementia,What are the symptoms someone might have if they have dementia?,dementia symptoms
dementia,causes of dementia?,dementia causes
dementia,causes for dementia?,dementia causes
dementia,What causes dementia?,dementia causes
dementia,What is the cause of dementia?,dementia causes
dementia,Can you explain the causes of dementia?,dementia causes
dementia,What are the main causes of dementia?,dementia causes
dementia,What causes the onset of dementia?,dementia causes
dementia,Can you tell me what causes dementia?,dementia causes
dementia,What are the primary causes of dementia?,dementia causes
dementia,How does dementia is caused?,dementia causes
dementia,How is dementia caused?,dementia causes
dementia,How do doctors usually treat dementia?,dementia treatment
dementia,What's the typical treatment for someone with dementia?,dementia treatment
dementia,What are some treatments I might consider for dementia?,dementia treatment
dementia,How is dementia normally treated?,dementia treatment
dementia,What are some other ways to treat dementia that I might not know about?,dementia treatment
dementia,Are there any new treatments for dementia that I should know about?,dementia treatment
dementia,What's the best way to treat dementia?,dementia treatment
dementia,Are there any non-traditional treatments for dementia?,dementia treatment
dementia,How can I treat my dementia?,dementia treatment
dementia,What are some different treatment options for dementia?,dementia treatment
dementia,What are the ways to prevent dementia?,dementia prevention
dementia,Is it possible to prevent dementia?,dementia prevention
dementia,What measures can be taken for dementia prevention?,dementia prevention
dementia,Can you provide some tips on dementia prevention?,dementia prevention
dementia,What steps should I follow to prevent dementia?,dementia prevention
dementia,What preventive measures can be adopted against dementia?,dementia prevention
dementia,What are some effective prevention strategies for dementia?,dementia prevention
dementia,Can the onset of dementia be prevented?,dementia prevention
dementia,What actions can I take to prevent dementia?,dementia prevention
dementia,Is there a way to prevent the occurrence of dementia?,dementia prevention
hypothyroidism,what is hypothyroidism?,hypothyroidism definition
hypothyroidism,Tell me about hypothyroidism?,hypothyroidism definition
hypothyroidism,What kind of disease is hypothyroidism?,hypothyroidism definition
hypothyroidism,Can you elaborate on hypothyroidism?,hypothyroidism definition
hypothyroidism,What can you tell me about hypothyroidism?,hypothyroidism definition
hypothyroidism,Could you describe what hypothyroidism is?,hypothyroidism definition
hypothyroidism,What information do you have on hypothyroidism?,hypothyroidism definition
hypothyroidism,Could you provide information on hypothyroidism?,hypothyroidism definition
hypothyroidism,What are the usual symptoms of hypothyroidism?,hypothyroidism symptoms
hypothyroidism,What are the typical symptoms of hypothyroidism?,hypothyroidism symptoms
hypothyroidism,What symptoms can indicate hypothyroidism?,hypothyroidism symptoms
hypothyroidism,What should I watch for if someone is at risk of hypothyroidism based on their symptoms?,hypothyroidism symptoms
hypothyroidism,What are the common symptoms for hypothyroidism?,hypothyroidism symptoms
